date,asset,signal_close_cny,ma250_cny,below_count,above_count,state,pending_action,signal_paused,check_frequency
2006-06-13,nasdaq100,298.12665,324.78182233197634,0,0,off,,False,daily
2006-06-13,gold,447.550128,418.32164436,0,0,on,,False,daily
2006-06-14,nasdaq100,300.9835635433197,324.73103913563386,0,0,off,,False,daily
2006-06-14,gold,444.87656999999996,418.66236388000004,0,0,on,,False,daily
2006-06-15,nasdaq100,309.1613622055054,324.71396039981687,0,0,off,,False,daily
2006-06-15,gold,458.50268,419.05195982,0,0,on,,False,daily
2006-06-16,nasdaq100,306.70083122062687,324.6870395400604,0,0,off,,False,daily
2006-06-16,gold,461.41116,419.4521965,0,0,on,,False,daily
2006-06-19,nasdaq100,304.3730952301026,324.6514698714966,0,0,off,,False,daily
2006-06-19,gold,451.07726,419.80613168,0,0,on,,False,daily
2006-06-20,nasdaq100,304.67428665008543,324.6184291126327,0,0,off,,False,daily
2006-06-20,gold,458.45156999999995,420.19254364,0,0,on,,False,daily
2006-06-21,nasdaq100,309.3200944404602,324.6178761706009,0,0,off,,False,daily
2006-06-21,gold,466.459177,420.601054228,0,0,on,,False,daily
2006-06-22,nasdaq100,305.37868601875306,324.61546205426333,0,0,off,,False,daily
2006-06-22,gold,461.62639899999994,420.99420642399997,0,0,on,,False,daily
2006-06-23,nasdaq100,305.18856720657345,324.61791554834747,0,0,off,,False,daily
2006-06-23,gold,463.902603,421.39613237599997,0,0,on,,False,daily
2006-06-26,nasdaq100,305.980875,324.61195109783176,0,0,off,,False,daily
2006-06-26,gold,466.21086,421.82252011599996,0,0,on,,False,daily
2006-06-27,nasdaq100,300.1649302368164,324.58537140888217,0,0,off,,False,daily
2006-06-27,gold,461.32464,422.223403896,0,0,on,,False,daily
2006-06-28,nasdaq100,302.36658098220823,324.57719909322356,0,0,off,,False,daily
2006-06-28,gold,460.14738,422.625868776,0,0,on,,False,daily
2006-06-29,nasdaq100,311.5046726799011,324.6072344190979,0,0,off,,False,daily
2006-06-29,gold,475.89216,423.091312776,0,0,on,,False,daily
2006-06-30,nasdaq100,309.9390146595001,324.6184267975296,0,0,off,,False,daily
2006-06-30,gold,489.49098899999996,423.649555052,0,0,on,,False,daily
2006-07-03,nasdaq100,311.7036,324.6426366074264,0,0,off,,False,daily
2006-07-03,gold,496.967432,424.23869628000006,0,0,on,,False,daily
2006-07-05,nasdaq100,305.0283372001648,324.63584155076296,0,0,off,,False,daily
2006-07-05,gold,499.71875,424.83520111999997,0,0,on,,False,daily
2006-07-06,nasdaq100,304.6703998794556,324.604109515126,0,0,off,,False,daily
2006-07-06,gold,503.81339,425.45139512000003,0,0,on,,False,daily
2006-07-07,nasdaq100,301.27877302246094,324.5472239225769,0,0,off,,False,daily
2006-07-07,gold,500.639168,426.04562255200005,0,0,on,,False,daily
2006-07-10,nasdaq100,298.5362928771973,324.47340931934355,0,0,off,,False,daily
2006-07-10,gold,495.589416,426.616340376,0,0,on,,False,daily
2006-07-11,nasdaq100,300.78499912261964,324.40560999604037,0,0,off,,False,daily
2006-07-11,gold,509.91209100000003,427.25394964000003,0,0,on,,False,daily
2006-07-12,nasdaq100,295.04115843811036,324.302254994638,0,0,off,,False,daily
2006-07-12,gold,518.658864,427.94144369599996,0,0,on,,False,daily
2006-07-13,nasdaq100,290.11327997245786,324.1752157947342,0,0,off,,False,daily
2006-07-13,gold,523.737945,428.644288176,0,0,on,,False,daily
2006-07-14,nasdaq100,287.3618530197143,324.0424678419678,0,0,off,,False,daily
2006-07-14,gold,526.5102599999999,429.359546156,0,0,on,,False,daily
2006-07-17,nasdaq100,288.13190023803713,323.8979023528168,0,0,off,,False,daily
2006-07-17,gold,511.40815000000003,430.018368416,0,0,on,,False,daily
2006-07-18,nasdaq100,289.2578522094727,323.74857103196416,0,0,off,,False,daily
2006-07-18,gold,503.30064,430.634497776,0,0,on,,False,daily
2006-07-19,nasdaq100,293.02590745315547,323.6139808013641,0,0,off,,False,daily
2006-07-19,gold,512.7553439999999,431.279838392,0,0,on,,False,daily
2006-07-20,nasdaq100,288.3441586334228,323.48839924730527,0,0,off,,False,daily
2006-07-20,gold,499.88708999999994,431.90212197200003,0,0,on,,False,daily
2006-07-21,nasdaq100,285.2322960956574,323.3554567408386,0,0,off,,False,daily
2006-07-21,gold,493.04438700000003,432.49532613199995,0,0,on,,False,daily
2006-07-24,nasdaq100,290.73748978157045,323.2396377273636,0,0,off,,False,daily
2006-07-24,gold,488.209014,433.077589088,0,0,on,,False,daily
2006-07-25,nasdaq100,292.49125546875,323.1206410456253,0,0,off,,False,daily
2006-07-25,gold,491.61215999999996,433.6668088,0,0,on,,False,daily
2006-07-26,nasdaq100,292.16749221839905,322.9949498994476,0,0,off,,False,daily
2006-07-26,gold,495.06379999999996,434.26059599999996,0,0,on,,False,daily
2006-07-27,nasdaq100,289.8548878326416,322.871090799411,0,0,off,,False,daily
2006-07-27,gold,501.5646,434.878527232,0,0,on,,False,daily
2006-07-28,nasdaq100,296.10811687011716,322.77013365742494,0,0,off,,False,daily
2006-07-28,gold,503.56731199999996,435.47903005600006,0,0,on,,False,daily
2006-07-31,nasdaq100,295.649887840271,322.6536281254364,0,0,off,,False,daily
2006-07-31,gold,503.32204,436.09403002400006,0,0,on,,False,daily
2006-08-01,nasdaq100,290.85503635025026,322.51828700231476,0,0,off,,False,daily
2006-08-01,gold,512.82336,436.734063452,0,0,on,,False,daily
2006-08-02,nasdaq100,294.08707513427737,322.40889892619776,0,0,off,,False,daily
2006-08-02,gold,516.187,437.383107708,0,0,on,,False,daily
2006-08-03,nasdaq100,296.0245674819946,322.31326090696416,0,0,off,,False,daily
2006-08-03,gold,511.34417600000006,438.015199132,0,0,on,,False,daily
2006-08-04,nasdaq100,294.79819108695983,322.22128687585604,0,0,off,,False,daily
2006-08-04,gold,512.845124,438.66047902800005,0,0,on,,False,daily
2006-08-07,nasdaq100,292.50527270507814,322.11202334193575,0,0,off,,False,daily
2006-08-07,gold,513.936,439.310793508,0,0,on,,False,daily
2006-08-08,nasdaq100,290.7893723510742,322.0070468835495,0,0,off,,False,daily
2006-08-08,gold,509.91766399999995,439.935121644,0,0,on,,False,daily
2006-08-09,nasdaq100,291.3084752655029,321.8947172307236,0,0,off,,False,daily
2006-08-09,gold,515.391935,440.556473824,0,0,on,,False,daily
2006-08-10,nasdaq100,293.1795172958374,321.79734500956266,0,0,off,,False,daily
2006-08-10,gold,504.03925000000004,441.131510744,0,0,on,,False,daily
2006-08-11,nasdaq100,291.23541526794435,321.6845642659241,0,0,off,,False,daily
2006-08-11,gold,500.11492499999997,441.702670352,0,0,on,,False,daily
2006-08-14,nasdaq100,293.8952596588135,321.6026702120636,0,0,off,,False,daily
2006-08-14,gold,497.5518,442.249421912,0,0,on,,False,daily
2006-08-15,nasdaq100,301.6000061035156,321.5442210548157,0,0,off,,False,daily
2006-08-15,gold,496.08,442.81111060399996,0,0,on,,False,daily
2006-08-16,nasdaq100,308.05239421806334,321.51790587474363,0,0,off,,False,daily
2006-08-16,gold,498.838923,443.386251572,0,0,on,,False,daily
2006-08-17,nasdaq100,308.62000135231017,321.49388807404637,0,0,off,,False,daily
2006-08-17,gold,486.39723999999995,443.91838085200004,0,0,on,,False,daily
2006-08-18,nasdaq100,309.29595130004884,321.47178585829926,0,0,off,,False,daily
2006-08-18,gold,486.78828,444.448675092,0,0,on,,False,daily
2006-08-21,nasdaq100,306.19970140686036,321.4415467747604,0,0,off,,False,daily
2006-08-21,gold,497.634312,445.02117829199995,0,0,on,,False,daily
2006-08-22,nasdaq100,306.14491143112184,321.4186494204849,0,0,off,,False,daily
2006-08-22,gold,494.308915,445.58601077199995,0,0,on,,False,daily
2006-08-23,nasdaq100,303.96816713562015,321.38417521208345,0,0,off,,False,daily
2006-08-23,gold,492.53364,446.139258348,0,0,on,,False,daily
2006-08-24,nasdaq100,304.82955,321.3579278817337,0,0,off,,False,daily
2006-08-24,gold,492.11045,446.695346688,0,0,on,,False,daily
2006-08-25,nasdaq100,305.37207756805424,321.32430543035736,0,0,off,,False,daily
2006-08-25,gold,492.24513,447.25346089600004,0,0,on,,False,daily
2006-08-28,nasdaq100,307.7448708648682,321.3044140444123,0,0,off,,False,daily
2006-08-28,gold,486.2066,447.80522780399997,0,0,on,,False,daily
2006-08-29,nasdaq100,308.3488913555145,321.2748888086654,0,0,off,,False,daily
2006-08-29,gold,485.17381,448.339797764,0,0,on,,False,daily
2006-08-30,nasdaq100,309.68468878555296,321.25341359109655,0,0,off,,False,daily
2006-08-30,gold,488.84177999999997,448.86333897199995,0,0,on,,False,daily
2006-08-31,nasdaq100,309.16419750442503,321.23493038629454,0,0,off,,False,daily
2006-08-31,gold,495.442202,449.4135295,0,0,on,,False,daily
2006-09-01,nasdaq100,310.81497856292725,321.20494332760774,0,0,off,,False,daily
2006-09-01,gold,494.218062,449.957594344,0,0,on,,False,daily
2006-09-05,nasdaq100,313.68726272201536,321.1839906834351,0,0,off,,False,daily
2006-09-05,gold,503.68032,450.53735352399997,0,0,on,,False,daily
2006-09-06,nasdaq100,307.31047544860843,321.13753933582456,0,0,off,,False,daily
2006-09-06,gold,499.54842,451.091488404,0,0,on,,False,daily
2006-09-07,nasdaq100,305.64525432853696,321.07712969972687,0,0,off,,False,daily
2006-09-07,gold,486.380125,451.584982088,0,0,on,,False,daily
2006-09-08,nasdaq100,307.7659297027588,321.0221492253555,0,0,off,,False,daily
2006-09-08,gold,481.99704,452.059898904,0,0,on,,False,daily
2006-09-11,nasdaq100,309.9073127174378,320.978717561644,0,0,off,,False,daily
2006-09-11,gold,465.33825,452.478577344,0,0,on,,False,daily
2006-09-12,nasdaq100,315.3131544250488,320.9719173054672,0,0,off,,False,daily
2006-09-12,gold,464.8644,452.88291353599993,0,0,on,,False,daily
2006-09-13,nasdaq100,317.5625560646057,320.9751065746628,0,0,off,,False,daily
2006-09-13,gold,465.97038,453.27718553599993,0,0,on,,False,daily
2006-09-14,nasdaq100,317.7685513374329,320.9716537706528,0,0,off,,False,daily
2006-09-14,gold,454.443178,453.61275456,0,0,on,,False,daily
2006-09-15,nasdaq100,318.5897238479614,320.9809351731064,0,0,off,,False,daily
2006-09-15,gold,455.92246,453.93964639999996,0,0,on,,False,daily
2006-09-18,nasdaq100,318.8135715122223,320.9965703692811,0,0,off,,False,daily
2006-09-18,gold,462.724695,454.2947273,0,0,on,,False,daily
2006-09-19,nasdaq100,316.23763289108274,321.01549150084537,0,0,off,,False,daily
2006-09-19,gold,451.700044,454.578458812,0,0,on,,False,daily
2006-09-20,nasdaq100,320.46435441894533,321.0472522022675,0,0,off,,False,daily
2006-09-20,gold,453.865664,454.894064204,0,0,on,,False,daily
2006-09-21,nasdaq100,318.41846641845706,321.06682106794125,0,0,off,,False,daily
